[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21201, 21201, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21202, 21203, 21203, 21203, 21202, 21204, 21204, 21209, 21201, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21209, 21201, 21209, 21204, 21204, 21204, 21204, 21201, 21209, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21204, 21204, 21204, 21204, 21202, 21203, 21203, 21202, 21204, 21209, 21209, 21204, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21204, 21202, 21203, 21203, 21203, 21202, 21204, 21209, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21202, 21204, 21204, 21204, 21204, 21202, 21203, 21203, 21202, 21204, 21204, 21204, 21204, 21204, 21202, 21202, 21204, 21204, 21209, 21204, 21204, 21204, 21204, 21204, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21204, 21203, 21203, 21203, 21203, 21203, 21202, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21202, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21204, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21204, 21204, 21204, 21202, 21203, 21203, 21207, 21205, 21205, 21207, 21203, 21203, 21203, 21203, 21203, 21207, 21205, 21205, 21205, 21205, 21205, 21205, 21205, 21205, 21207, 21207, 21205, 21205, 21205, 21207, 21202, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21204, 21202, 21207, 21205, 21218, 21205, 21205, 21207, 21203, 21203, 21203, 21203, 21203, 21207, 21205, 21207, 21203, 21203, 21203, 21203, 21203, 21207, 21205, 21215, 21215, 21218, 21205, 21205, 21205, 21215, 21218, 21205, 21207, 21203, 21203, 21203, 21203, 21202, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21204, 21204, 21204, 21204, 21203, 21203, 21207, 21206, 21053, 21052, 21206, 21205, 21205, 21205, 21205, 21218, 21206, 21053, 21019, 21018, 21017, 21011, 21013, 21014, 21052, 21205, 21205, 21051, 21014, 21053, 21205, 21203, 21202, 21204, 21204, 21202, 21203, 21207, 21205, 21205, 21205, 21206, 21051, 21014, 21012, 21053, 21206, 21205, 21205, 21218, 21217, 21205, 21206, 21232, 21206, 21205, 21205, 21205, 21207, 21203, 21205, 21053, 21082, 21084, 21014, 21013, 21011, 21014, 21016, 21083, 21052, 21205, 21203, 21203, 21203, 21203, 21203, 21203, 21202, 21204, 21204, 21204, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21204, 21203, 21203, 21205, 21052, 21034, 21033, 21014, 21082, 21020, 21083, 21014, 21011, 21012, 21033, 22722, 22818, 22804, 22736, 22818, 22820, 21014, 21206, 21206, 21081, 22722, 21015, 21206, 21207, 21203, 21207, 21205, 21205, 21205, 21206, 21051, 21083, 21081, 21014, 21032, 22722, 22738, 21083, 21231, 21051, 21017, 21014, 21015, 21016, 21052, 21232, 21051, 21081, 21051, 21232, 21206, 21205, 21206, 21016, 22722, 22722, 22818, 22722, 22722, 22722, 22722, 22738, 21014, 21206, 21205, 21205, 21205, 21205, 21207, 21203, 21203, 21202, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21202, 21203, 21205, 21014, 22722, 22820, 22722, 22730, 21104, 21104, 22816, 22802, 22722, 22722, 22810, 22812, 22722, 22722, 22804, 22816, 21034, 21013, 21053, 21014, 22738, 21083, 21231, 21206, 21218, 21206, 21051, 21012, 21015, 21081, 21031, 22722, 22738, 22738, 22740, 22736, 22736, 21082, 21231, 21017, 22722, 22322, 22322, 22816, 21031, 21013, 21034, 22742, 21015, 21232, 21053, 21053, 21232, 21012, 22722, 22748, 22808, 22822, 22744, 22812, 22738, 22744, 21032, 21012, 21015, 21017, 21016, 21053, 21206, 21207, 21203, 21203, 21202, 21204, 21204, 21204, 21209, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21202, 21205, 21011, 22732, 22732, 22734, 22730, 21104, 21104, 22806, 22818, 22808, 22722, 22722, 22812, 22810, 22736, 22812, 22818, 22810, 22722, 21033, 21034, 22722, 21033, 21015, 21015, 21017, 21015, 21031, 22736, 22740, 22738, 22736, 22740, 22738, 22736, 22722, 22722, 22822, 21081, 21231, 21013, 22722, 22305, 22308, 22808, 22808, 22722, 22822, 22818, 21033, 21013, 21033, 21034, 21014, 21034, 22730, 22728, 22722, 22728, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 21032, 21053, 21205, 21203, 21203, 21203, 21203, 21202, 21204, 21204, 21201, 21201, 21201, 21201, 21201, 21201]
[21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21201, 21209, 21204, 21204, 21205, 21052, 21033, 22810, 22722, 22816, 22818, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22736, 22722, 22736, 22740, 22722, 22814, 22802, 22722, 22822, 22722, 22810, 22736, 22818, 22722, 22816, 21032, 21016, 21032, 22722, 22322, 22322, 22722, 22724, 22724, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22722, 22728, 22808, 22728, 22722, 22722, 22808, 22722, 22722, 22802, 22722, 22722, 22722, 22722, 21081, 21206, 21207, 21203, 21203, 21203, 21203, 21202, 21204, 21209, 21201, 21201, 21201, 21201, 21201]
